priority,score,id,current_label,suggested_action,text,l1,l2,current_reason,flags,controversial,difficulty,register_group,register,original_split,reviewer_decision,reviewer_reason
MEDIUM,3,POS-0194,POSITIVE,REVIEW,AA 制，女生每人一百，男生每人两百，男同志多担待。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以性别设定不同费用标准，负担侧压向男性。,争议样本,是,中,社交与社区,团建通知,test,,
MEDIUM,3,POS-0235,POSITIVE,REVIEW,这位企业家上月迎娶了小他十二岁的模特。,五、关系性不对等（需比较两个对象方成立）,5.6 施受与主被动结构不对等,“迎娶”为单向施动，且以年龄差与职业定位另一方。,争议样本,是,中,新闻报道,婚讯报道,index,,
MEDIUM,3,POS-0255,POSITIVE,REVIEW,请男同志女同志们十点前到三号会议室集合。,六、以性别设限与划界,6.1 二元穷举式称呼与并称,性别划分在此无任何功能，属冗余的二元穷举。,已知高风险边界子类,否,易,公文与规章,内部通知,dev,,
MEDIUM,3,POS-0260,POSITIVE,REVIEW,男同胞女同胞们，占用您两分钟。,六、以性别设限与划界,6.1 二元穷举式称呼与并称,问卷开场的二元称呼，会让部分受访者感到被排除。,已知高风险边界子类,否,易,商业与产品,问卷开场语,test,,
MEDIUM,3,POS-0261,POSITIVE,REVIEW,请男员工刷卡进入 A 区，女员工刷卡进入 B 区。,六、以性别设限与划界,6.1 二元穷举式称呼与并称,以性别而非职能划分门禁权限，无安全依据。,已知高风险边界子类,否,中,工程与技术,机房门禁提示,test,,
MEDIUM,3,POS-0262,POSITIVE,REVIEW,请填写父亲姓名、母亲姓名及联系电话。,六、以性别设限与划界,6.2 家庭结构的窄化预设,预设双亲异性家庭结构，单亲、祖辈抚养等情形无法填写。,已知高风险边界子类,否,中,公文与规章,入学登记表,index,,
MEDIUM,3,POS-0264,POSITIVE,REVIEW,首次产检建议夫妻双方同时到场。,六、以性别设限与划界,6.2 家庭结构的窄化预设,预设婚姻关系与家庭结构。,已知高风险边界子类,否,中,医疗健康,产检须知,test,,
MEDIUM,3,POS-0266,POSITIVE,REVIEW,字段 spouse_name 说明：被访者妻子姓名,六、以性别设限与划界,6.2 家庭结构的窄化预设,字段名已中性，说明文案却收窄为异性婚姻中的女方。,已知高风险边界子类,否,中,学术与调研,数据字典,index,,
MEDIUM,3,POS-0267,POSITIVE,REVIEW,陪护人关系（请选择）：丈夫／妻子／子女,六、以性别设限与划界,6.2 家庭结构的窄化预设,把配偶关系拆成异性婚姻的两项，且遗漏其他陪护人。,已知高风险边界子类,否,中,公文与规章,医院陪护登记,test,,
MEDIUM,3,POS-0268,POSITIVE,REVIEW,第 5 题：您家中的男主人和女主人分别从事什么职业？,六、以性别设限与划界,6.2 家庭结构的窄化预设,预设家庭由一男一女两位成年人构成。,已知高风险边界子类,否,中,学术与调研,家庭调查问卷,test,,
MEDIUM,3,POS-0283,POSITIVE,REVIEW,该书被归入女性向读物，不建议男性读者阅读。,六、以性别设限与划界,6.5 准入与资格的性别限制,分类可保留讨论，但阅读建议按性别设限属排他。,争议样本,是,中,文艺创作与评论,图书分类标签,test,,
MEDIUM,3,POS-0349,POSITIVE,DELETE_OR_SPLIT,// 若用户未设置头像，则取他自己的昵称首字生成默认图,一、缺省预设（信息缺位处默认为男性）,1.2 领属与反身形式,注释中的泛指领属代词，可用“其”替代或直接省略。,同条混合多个现象或结构化片段,否,中,工程与技术,代码注释,index,,
MEDIUM,3,POS-0350,POSITIVE,REVIEW,护士会先为您测量血压，她随后引导您到候诊区就座。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,按护理岗位的刻板印象默认为女性，属反向的职业默认。,已知高风险边界子类,否,中,医疗健康,门诊导诊指引,dev,,
MEDIUM,3,POS-0351,POSITIVE,REVIEW,维修工程师上门前会电话确认，他通常会自带常用备件。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,按技术岗位的刻板印象默认为男性。,已知高风险边界子类,否,易,商业与产品,售后服务说明,index,,
MEDIUM,3,POS-0352,POSITIVE,REVIEW,保育员会在午睡后为孩子整理衣物，她也负责记录当日体温。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,保育岗位被默认为女性，代词同时冗余。,已知高风险边界子类,否,易,公文与规章,幼儿园入园指引,index,,
MEDIUM,3,POS-0383,POSITIVE,REVIEW,三层平台：左区「男性励志·商战」，右区「女性成长·情感」。,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,按性别切分主题陈列，会引导读者只在被指派的区域取书。,已知高风险边界子类,否,中,商业与产品,书店陈列指引,index,,
MEDIUM,3,POS-0403,POSITIVE,REVIEW,男方年薪没到三十万就别想着找条件好的，这是硬指标。,三、属性绑定（陈述性：把特质归于性别）,3.7 婚恋与择偶偏好的性别化,把经济供养责任单向绑定于男方，并设为择偶门槛。,争议样本,是,中,社交与社区,相亲话题贴,test,,
MEDIUM,3,POS-0420,POSITIVE,REVIEW,女同志就别上高处了，梯子上的活让男同志来。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以性别而非资质分配高处作业，形式上是照顾，实质是排除操作机会。,争议样本,是,中,工程与技术,车间班前会,test,,
MEDIUM,3,POS-0421,POSITIVE,REVIEW,关爱女职工，本次年度体检女员工可提前一小时下班，男员工照常。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以关爱名义按性别分配福利，形成新的不对等。,争议样本,是,中,公文与规章,内部通知,test,,
MEDIUM,3,POS-0422,POSITIVE,REVIEW,明天露营，女生们只要人到就行，重活我们男生包了💪,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以体贴形式免除女性的参与，同时把体力义务派给男性，双向都是规训。,争议样本,是,中,社交与社区,团建通知,test,,
MEDIUM,3,POS-0446,POSITIVE,REVIEW,请各位男同志女同志于周三前完成年度述职材料提交。,六、以性别设限与划界,6.1 二元穷举式称呼与并称,“同志”本已中性，前加二元穷举既冗余又排他。,已知高风险边界子类,否,易,公文与规章,内部通知,index,,
MEDIUM,3,POS-0450,POSITIVE,REVIEW,家庭成员栏：丈夫____ 妻子____ 子女____,六、以性别设限与划界,6.2 家庭结构的窄化预设,以夫妻二元结构固定表格，其他家庭形态无处填写。,已知高风险边界子类,否,中,公文与规章,家庭情况调查表,index,,
MEDIUM,3,POS-0488,POSITIVE,REVIEW,该领域的顶尖科学家往往在四十岁前完成他最重要的工作。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以高位学术角色默认男性，是该类报道的固定写法。,已知高风险边界子类,否,中,新闻报道,科研报道,test,,
MEDIUM,3,POS-0489,POSITIVE,REVIEW,行政助理需协助部门经理安排日程，她还负责会议室的预订。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以辅助岗位默认女性，属反向的职业默认。,已知高风险边界子类,否,易,商业与产品,行政岗位说明,test,,
MEDIUM,3,POS-0490,POSITIVE,REVIEW,消防员接到警情后，他要在四十五秒内完成着装出车。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以应急救援岗位默认男性。,已知高风险边界子类,否,易,公文与规章,消防宣传稿,index,,
MEDIUM,3,POS-0499,POSITIVE,DELETE_OR_SPLIT,/** @param userId 用户ID，回调中会把他的偏好一并返回 */,一、缺省预设（信息缺位处默认为男性）,1.8 译入与转写产生的默认,英文注释 his preferences 中文化时保留了代词。,同条混合多个现象或结构化片段,否,中,工程与技术,API 注释中文化,index,,
MEDIUM,3,POS-0519,POSITIVE,REVIEW,闺蜜款上新啦，兄弟装同步开售，快叫上你的人✨,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,以性别化的关系词命名同款服饰，把同行关系提前分性别。,已知高风险边界子类,否,中,商业与产品,服饰推广,index,,
MEDIUM,3,POS-0539,POSITIVE,REVIEW,她说自己这些年就是相夫教子，别的没做什么。,三、属性绑定（陈述性：把特质归于性别）,3.3 劳动与人生领域的分工绑定,作陈述使用时，该成语把家务与育儿描述成以丈夫为中心的分工。,争议样本,是,中,文艺创作与评论,人物访谈,index,,
MEDIUM,3,POS-0548,POSITIVE,REVIEW,现在的行情就是男的要有房有车，彩礼本来就是男方的责任。,三、属性绑定（陈述性：把特质归于性别）,3.7 婚恋与择偶偏好的性别化,把婚前财产投入单向归为男方义务。,争议样本,是,中,社交与社区,婚恋话题贴,test,,
MEDIUM,3,POS-0568,POSITIVE,REVIEW,女同志别搬了，这批料重，重活男生来，你们去登记。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以照顾名义按性别分派体力活与文书活，双向都是区别对待。,争议样本,是,中,工程与技术,车间班前会,test,,
MEDIUM,3,POS-0569,POSITIVE,REVIEW,照顾一下女同志，女的不用值夜班，夜班全部由男同事轮。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以照顾为名把夜班义务单向压给男同事，同时取消女同事的选择权。,争议样本,是,中,公文与规章,值班安排,test,,
MEDIUM,3,POS-0585,POSITIVE,REVIEW,三年前他迎娶了邻村的姑娘，如今她已为他生下一子。,五、关系性不对等（需比较两个对象方成立）,5.6 施受与主被动结构不对等,男方为施事、女方为受事与服务者，同一事件两侧结构不对等。,争议样本,是,中,新闻报道,家庭报道,dev,,
MEDIUM,3,POS-0593,POSITIVE,REVIEW,请全体男生女生于周三下午三点到操场集合。,六、以性别设限与划界,6.1 二元穷举式称呼与并称,以二元穷举统称全体学生，“同学”本已中性。,已知高风险边界子类,否,易,公文与规章,校园通知,dev,,
MEDIUM,3,POS-0596,POSITIVE,REVIEW,咱们院里老少爷们儿、男男女女都来啊，晚上七点放电影。,六、以性别设限与划界,6.1 二元穷举式称呼与并称,先以男性词统称，再以二元穷举补全，两层都排他。,已知高风险边界子类,否,中,社交与社区,社区活动通知,index,,
MEDIUM,3,POS-0598,POSITIVE,REVIEW,本周五家长会，请爸爸妈妈填写反馈表并按时到场。,六、以性别设限与划界,6.2 家庭结构的窄化预设,以父母二人穷举全部监护人，单亲、祖辈抚养等情形被排除。,已知高风险边界子类,否,易,公文与规章,家长会通知,dev,,
MEDIUM,3,POS-0600,POSITIVE,REVIEW,监护信息：孩子的父亲____ 孩子的母亲____（两栏均为必填）,六、以性别设限与划界,6.2 家庭结构的窄化预设,字段以异性双亲为唯一结构，且必填约束使其他情形无法录入。,已知高风险边界子类,否,中,公文与规章,学籍档案表,index,,
MEDIUM,3,POS-0611,POSITIVE,REVIEW,妇科是女性专属科室，男的挂错号了，去泌尿外科。,六、以性别设限与划界,6.7 生理与医学表述的性别绝对化,科室诊疗范围可陈述，但“专属”这一绝对化表述会阻断跨性别者与部分患者的就诊路径。,争议样本,是,难,医疗健康,门诊导医,test,,
MEDIUM,3,POS-0671,POSITIVE,REVIEW,男孩玩具区,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,以性别命名货架分区，会引导顾客只在被指派的一侧选购。,已知高风险边界子类,否,易,商业与产品,卖场导购图,index,,
MEDIUM,3,POS-0678,POSITIVE,REVIEW,对接人是那个 那个技术负责人 他明天过来看现场,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,转写稿中泛指岗位后接代词，含口语重复与无标点。,已知高风险边界子类,否,中,公文与规章,会议语音转写,dev,,
MEDIUM,3,POS-0689,POSITIVE,REVIEW,"请各位男同志,女同志于14:30前到二号会议室签到。",六、以性别设限与划界,6.1 二元穷举式称呼与并称,二元穷举称呼，且原文半角逗号与全角句号混用。,已知高风险边界子类,否,中,公文与规章,会务通知,dev,,
MEDIUM,3,POS-0694,POSITIVE,REVIEW,女同志不要搬重物 有需要找男同事帮忙,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以性别而非重量限制作业，形式为照顾，实质取消操作机会；原文无标点。,争议样本,是,中,公文与规章,仓库告示,test,,
MEDIUM,3,POS-0698,POSITIVE,REVIEW,现在的 xj 标准就是男的看条件女的看脸，都心知肚明。,三、属性绑定（陈述性：把特质归于性别）,3.7 婚恋与择偶偏好的性别化,把择偶维度按性别对半分派，原文含拼音缩写。,争议样本,是,难,社交与社区,相亲话题贴,test,,
MEDIUM,3,POS-0728,POSITIVE,DELETE_OR_SPLIT,// 若 gender 为空，则按姓名末字查表推断后写回，供风控模型使用,六、以性别设限与划界,6.4 依推定的性别称谓指派,以姓名推断性别并落库进风控链路，误判会直接影响授信等实质权益。,同条混合多个现象或结构化片段,否,难,工程与技术,风控规则,test,,
MEDIUM,3,POS-0735,POSITIVE,REVIEW,这个报错你别自己硬啃了，找个程序员，他一眼就能看出来。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以技术岗位默认男性，代词同时冗余。,已知高风险边界子类,否,易,口语与私人交流,日常对话,index,,
MEDIUM,3,POS-0736,POSITIVE,REVIEW,语文老师说她明天讲评作文，让孩子把作文本带齐📖,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,任课教师性别未知时默认为女性，属反向的职业默认。,已知高风险边界子类,否,易,社交与社区,家校微信群,index,,
MEDIUM,3,POS-0752,POSITIVE,REVIEW,配色映射：粉色系＝女款，蓝黑系＝男款，米色＝通用。,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,把颜色与性别做硬映射，会沿着筛选与推荐链路扩散。,已知高风险边界子类,否,中,商业与产品,商品配色规则,dev,,
MEDIUM,3,POS-0753,POSITIVE,REVIEW,女生专用小方镜,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,以性别限定商品使用者，把可用范围提前收窄。,已知高风险边界子类,否,易,商业与产品,校园周边海报,test,,
MEDIUM,3,POS-0756,POSITIVE,REVIEW,办理转学须同时提供孩子的父亲和母亲的身份证复印件及居住证明。,六、以性别设限与划界,6.2 家庭结构的窄化预设,以异性双亲为唯一材料主体，单亲、祖辈抚养等情形无法办理。,已知高风险边界子类,否,中,公文与规章,转学审批须知,test,,
MEDIUM,3,POS-0770,POSITIVE,REVIEW,男主一句你是我的女人就把女主定住了，这种写法现在还有人吃。,七、贬损与物化（词项自带贬抑）,7.3 所有权、支配与交易隐喻,书评在批评该写法，却原样复述了所有权宣告。,争议样本,是,难,社交与社区,网文书评,index,,
MEDIUM,3,POS-0773,POSITIVE,REVIEW,这首歌唱的就是男儿有泪不轻弹，把成年男人的隐忍写透了。,四、规范说教（应然性：以性别提出要求）,4.1 应然句式,乐评把该规训作为正面主题加以肯定，而非仅作引用。,争议样本,是,中,文艺创作与评论,乐评,index,,
MEDIUM,3,POS-0776,POSITIVE,REVIEW,"salutation = ""女士们、先生们：""  # 群发邮件统一抬头",六、以性别设限与划界,6.1 二元穷举式称呼与并称,群发抬头以二元穷举覆盖全部收件人，模板层的排他会随每次发送放大。,已知高风险边界子类,否,中,商业与产品,邮件模板,dev,,
MEDIUM,3,POS-0788,POSITIVE,REVIEW,调解中，男方多次表示欠债不还就不算男人，愿意变卖房产清偿。,四、规范说教（应然性：以性别提出要求）,4.2 资格与身份定义,笔录如实记录当事人原话时应加引号标注；此处作为叙述语言直接采用了该判据。,争议样本,是,难,法律与司法,调解笔录,index,,
MEDIUM,3,POS-0804,POSITIVE,REVIEW,"header = ""尊敬的{last_name}先生：本期账单已生成""",一、缺省预设（信息缺位处默认为男性）,1.6 收件与受众称谓默认,账单模板默认收件人为男性，随每期账单批量发出。,已知高风险边界子类,否,中,商业与产品,账单模板,dev,,
MEDIUM,3,POS-0808,POSITIVE,DELETE_OR_SPLIT,// 审批人驳回后，他需填写驳回原因，否则状态不流转,一、缺省预设（信息缺位处默认为男性）,1.1 泛指人称代词,注释中的岗位泛指代词。,同条混合多个现象或结构化片段,否,中,工程与技术,状态机注释,dev,,
MEDIUM,3,POS-0812,POSITIVE,REVIEW,水电师傅上门先量尺，他会给你一张点位图，照着确认就行。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以施工岗位默认男性。,已知高风险边界子类,否,易,社交与社区,装修经验贴,test,,
MEDIUM,3,POS-0813,POSITIVE,REVIEW,每位产妇配一名育儿师，她负责夜间喂养与记录。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以照护岗位默认女性，属反向默认。,已知高风险边界子类,否,易,商业与产品,月子中心介绍,test,,
MEDIUM,3,POS-0814,POSITIVE,REVIEW,承办检察官提前介入，他调取了案发前后的全部监控。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以司法岗位默认男性。,已知高风险边界子类,否,中,新闻报道,法治报道,dev,,
MEDIUM,3,POS-0835,POSITIVE,REVIEW,前台小姐姐会帮您登记，客服小姐姐随后对接。,二、冗余标记（性别在场却不承载信息）,2.4 服务岗位的性别化称呼与设定,以性别化昵称指代两个岗位，把服务岗默认为女性。,可被理解为具体事实或具体对象 | 多触发点,否,易,商业与产品,前台话术,dev,,
MEDIUM,3,POS-0839,POSITIVE,REVIEW,力量区课程面向男会员，塑形操课面向女会员，请按标识入场。,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,按性别切分训练内容，把训练目标提前指派。,已知高风险边界子类,否,中,商业与产品,健身房课程表,dev,,
MEDIUM,3,POS-0841,POSITIVE,REVIEW,男人必读的十本硬核书单,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,以性别限定读者，把书单内容与性别绑定。,已知高风险边界子类,否,易,商业与产品,书单标题,test,,
MEDIUM,3,POS-0844,POSITIVE,REVIEW,编剧显然信奉三个女人一台戏，几场群戏全靠互相拆台推进。,三、属性绑定（陈述性：把特质归于性别）,3.1 性格与心理特质的本质化,剧评在批评该套路，却以该俗谚作为概括，仍完整复述了本质化表述。,争议样本,是,难,文艺创作与评论,剧评,index,,
MEDIUM,3,POS-0851,POSITIVE,REVIEW,灶台前那盏灯，二十年来只为一个人亮着，那是母亲的岗位。,三、属性绑定（陈述性：把特质归于性别）,3.3 劳动与人生领域的分工绑定,以抒情笔法把厨房固定为母亲的专属位置。,争议样本,是,中,文艺创作与评论,家庭剧旁白,dev,,
MEDIUM,3,POS-0882,POSITIVE,REVIEW,现场指挥考虑到女消防员体力，安排她们在外围警戒，未参与内攻。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以性别而非资质分配任务，形式为照顾，实质取消其一线经验积累。,争议样本,是,中,新闻报道,救援报道,test,,
MEDIUM,3,POS-0884,POSITIVE,REVIEW,长途驾驶让男同事轮着来，女同事负责导航和订房，大家都轻松。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,按性别分派驾驶与后勤，形式上是体贴，实质是固定角色。,争议样本,是,中,商业与产品,团队出差安排,test,,
MEDIUM,3,POS-0894,POSITIVE,REVIEW,登记项：烈士遗孀姓名____ 与烈士关系 □妻,五、关系性不对等（需比较两个对象方成立）,5.5 从夫称谓与旧式谦称,以“遗孀”定义身份，且关系栏单向穷举，其他情形无法登记。,争议样本,是,中,公文与规章,优抚登记,dev,,
MEDIUM,3,POS-0903,POSITIVE,REVIEW,"welcome.male = ""先生您好""
welcome.female = ""女士您好""",六、以性别设限与划界,6.1 二元穷举式称呼与并称,文案在键值层就按性别分叉，任何缺失或未知取值都无处落地。,已知高风险边界子类,否,中,工程与技术,国际化文案键,index,,
MEDIUM,3,POS-0904,POSITIVE,REVIEW,家庭套餐含两大一小，需一位爸爸与一位妈妈同行方可享受优惠。,六、以性别设限与划界,6.2 家庭结构的窄化预设,把优惠条件绑定为异性双亲结构，其他家庭无法享受。,已知高风险边界子类,否,中,商业与产品,亲子套餐说明,test,,
MEDIUM,3,POS-0909,POSITIVE,DELETE_OR_SPLIT,// 语音入线时，先按基频推断性别，再选择男声或女声话术模板,六、以性别设限与划界,6.4 依推定的性别称谓指派,以声学特征推断性别并切换话术，误判率高且用户无从纠正。,同条混合多个现象或结构化片段,否,难,工程与技术,智能客服意图模型,test,,
MEDIUM,3,POS-0920,POSITIVE,REVIEW,这个角色被塑造成典型的恶婆婆，脸谱化得让人出戏。,七、贬损与物化（词项自带贬抑）,7.1 性别化侮辱标签,以固定贬称概括家庭角色，是家庭伦理剧中的高频脸谱标签。,争议样本,是,中,文艺创作与评论,影视点评,test,,
MEDIUM,3,POS-0926,POSITIVE,REVIEW,很多人觉得结了婚老婆就是自己的，想怎么样就怎么样，这在法律上叫家庭暴力。,七、贬损与物化（词项自带贬抑）,7.3 所有权、支配与交易隐喻,脚本在普法，却以所有权口吻完整复述了该观念。,争议样本,是,难,法律与司法,普法短视频脚本,test,,
MEDIUM,3,POS-0931,POSITIVE,REVIEW,您瞧他那位，典型的母老虎脾气，一嗓子能掀了屋顶。,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,以猛兽比附女性脾气，脚本以取笑为目的更强化了贬抑。,争议样本,是,中,文艺创作与评论,相声脚本,dev,,
MEDIUM,3,POS-0932,POSITIVE,DELETE_OR_SPLIT,// 这段逻辑写得婆婆妈妈，三层嵌套完全没必要，建议重构,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,评审意见中使用性别化贬义词，既不专业也带贬抑。,同条混合多个现象或结构化片段,否,中,工程与技术,代码评审意见,test,,
MEDIUM,3,POS-0937,POSITIVE,REVIEW,监理进场第一天，他会拍一套隐蔽工程的底片留档。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以监理岗位默认男性。,已知高风险边界子类,否,易,社交与社区,装修监理帖,index,,
MEDIUM,3,POS-0938,POSITIVE,REVIEW,如需查阅古籍，请联系典藏馆员，她会协助办理预约。,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,以馆员岗位默认女性，属反向默认。,已知高风险边界子类,否,易,公文与规章,图书馆指引,test,,
MEDIUM,3,POS-0944,POSITIVE,REVIEW,本周由男助产士值班，孕妇如有顾虑可提前告知。,二、冗余标记（性别在场却不承载信息）,2.1 职业与身份的性别前缀,前缀把该从业者标为需要预先说明的例外。,争议样本,是,难,医疗健康,科室公告,index,,
MEDIUM,3,POS-0949,POSITIVE,REVIEW,闺蜜团线路主打拍照打卡，兄弟团线路主打越野露营。,二、冗余标记（性别在场却不承载信息）,2.6 商品、空间与内容的性别化归类,以性别化关系词命名线路，把旅行方式提前分性别。,已知高风险边界子类,否,中,商业与产品,旅行社产品说明,index,,
MEDIUM,3,POS-0962,POSITIVE,REVIEW,她二十年如一日照顾公婆，从无怨言，是远近闻名的好儿媳。,四、规范说教（应然性：以性别提出要求）,4.5 传统角色规训与伦理话语,以“无怨言”与身份称号把照护义务单向确立为女性的美德标准。,争议样本,是,中,公文与规章,文明家庭事迹,test,,
MEDIUM,3,POS-0963,POSITIVE,REVIEW,考虑到女同事家庭负担较重，本次驻外名单未纳入女性人选。,四、规范说教（应然性：以性别提出要求）,4.6 保护式区别对待（善意歧视）,以体谅为名整体排除一类人选，是善意歧视中后果最实的一种。,争议样本,是,中,公文与规章,外派名单说明,test,,
